animeID,name,type,source,genre,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,year
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Comedy,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Comedy,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,School,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,School,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Shounen,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Shounen,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Comedy,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Comedy,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,School,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,School,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Shounen,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Shounen,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Slice of Life,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Supernatural,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
34612,Saiki Kusuo no Ψ-nan 2,TV,Manga,Comedy,24,Finished Airing,FALSE,43117,43253,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,2018
